Customer_ID,Acquisition_Date,Last_Activity_Date,Tenure_Days,Industry,Segment,Country,Company_Size_Employees,MRR,ARR,LTV,Churn_Probability,Health_Score,Churned,Churn_Date,NPS_Score,CSAT_Score,Support_Tickets,Avg_Resolution_Hours,Logins_Last_30d,Features_Used,API_Calls_Monthly,Storage_GB,Plan,Payment_Method,Expansion_Revenue,Upsell_Probability,Referrals_Made,Contract_Value,Renewal_Date
CUST-10337,2023-01-09,2024-04-02,449,Technology,Enterprise,Germany,27378,9020.06,108240.69,351486.47,0.242,77.9,0,,94,4.2,3,6.6,14,11,225023,4314.1,Professional,ACH,4833.06,0.655,10,216481.38,2024-01-09
CUST-10338,2024-06-20,2026-03-31,649,Healthcare,Startup,Australia,46154,8915.91,106990.9,180733.84,0.056,96.1,0,,-52,4.4,29,43.2,6,12,742703,3715.8,Enterprise,Credit Card,4567.28,0.666,1,8915.91,2025-06-20
CUST-10339,2022-01-20,2023-02-27,403,Retail,Enterprise,Mexico,7772,2948.67,35384.06,101601.24,0.202,88.0,0,,-100,2.1,8,67.6,27,14,47822,2532.4,Enterprise,Credit Card,360.04,0.3,9,2948.67,2023-01-20
CUST-10340,2023-03-30,2025-01-28,670,Education,SMB,Japan,24502,3433.43,41201.12,109339.84,0.272,70.3,0,,75,3.3,9,4.2,49,3,34873,296.6,Custom,Credit Card,3220.63,0.398,6,3433.43,2024-03-29
CUST-10341,2022-05-31,2023-12-12,560,Logistics,Mid-Market,India,17506,3928.89,47146.66,96052.5,0.106,100,0,,77,3.7,45,64.2,27,7,597977,4241.4,Enterprise,ACH,4309.44,0.021,6,141439.97,2023-05-31
CUST-10342,2024-07-27,2025-08-18,387,Education,Mid-Market,USA,4781,7610.75,91329.02,316253.18,0.185,85.8,0,,26,1.9,24,23.2,16,13,192565,1429.3,Custom,ACH,918.85,0.061,2,91329.02,2025-07-27
CUST-10343,2023-03-25,2023-11-07,227,Technology,Enterprise,France,44357,3145.38,37744.57,131956.55,0.405,71.1,0,,-89,2.4,0,46.2,69,18,957899,2070.0,Enterprise,Invoice,69.72,0.886,1,3145.38,2024-03-24
CUST-10344,2024-02-26,2025-04-04,403,Logistics,SMB,Canada,49434,4495.31,53943.73,176990.68,0.176,85.5,0,,44,3.2,34,33.0,72,6,91988,855.0,Custom,ACH,837.44,0.046,3,161831.19,2025-02-25
CUST-10345,2023-01-02,2023-01-11,9,Manufacturing,Enterprise,Australia,30372,8857.97,106295.62,105777.81,0.263,83.4,0,,-94,3.8,8,1.1,56,4,95246,4005.8,Professional,Invoice,3568.47,0.551,2,106295.62,2024-01-02
CUST-10346,2024-06-02,2026-05-21,718,Healthcare,Mid-Market,Canada,34374,9577.61,114931.3,97279.15,0.1,84.3,0,,-69,3.1,31,52.3,87,12,593015,472.3,Starter,Credit Card,2515.66,0.211,5,229862.61,2025-06-02
CUST-10347,2022-06-17,2024-02-10,603,Healthcare,Mid-Market,France,36443,8818.17,105818.08,263636.5,0,100,0,,32,1.2,3,54.3,43,8,502005,2674.9,Professional,Credit Card,2737.44,0.375,2,317454.23,2023-06-17
CUST-10348,2022-12-20,2024-05-25,522,Finance,Enterprise,Germany,47347,2832.5,33989.98,131373.23,0.123,91.7,0,,93,2.9,0,4.8,70,7,644918,1472.7,Professional,Invoice,676.35,0.946,0,67979.97,2023-12-20
CUST-10349,2022-07-01,2023-04-12,285,Healthcare,Enterprise,France,23591,2858.57,34302.86,135699.04,0.142,82.0,0,,47,3.4,12,50.8,86,5,771457,3136.5,Starter,Invoice,180.58,0.208,0,68605.72,2023-07-01
CUST-10350,2022-11-02,2023-06-15,225,Healthcare,Mid-Market,Japan,24445,8537.52,102450.19,98049.52,0.17,88.2,0,,83,1.8,49,54.9,64,3,438229,1677.3,Starter,Wire,1267.33,0.197,10,8537.52,2023-11-02
CUST-10351,2023-12-07,2025-08-08,610,Retail,Enterprise,Germany,4660,2384.01,28608.12,97228.11,0.009,100,0,,75,1.1,10,71.3,11,14,715795,4417.3,Starter,Wire,1492.69,0.865,0,28608.12,2024-12-06
CUST-10352,2024-12-23,2025-08-04,224,Healthcare,SMB,Mexico,25373,1280.38,15364.6,49905.04,0.241,90.3,0,,0,1.6,36,6.8,25,4,440191,2434.2,Starter,ACH,2029.31,0.885,6,46093.79,2025-12-23
CUST-10353,2024-08-01,2024-09-12,42,Education,Startup,Canada,3966,3892.33,46707.97,137858.18,0.371,69.5,0,,-23,3.3,49,55.2,32,10,687894,180.9,Custom,Wire,4898.48,0.685,9,46707.97,2025-08-01
CUST-10354,2023-04-06,2024-11-08,582,Retail,Startup,Germany,11076,4225.64,50707.67,26868.8,0.052,91.9,0,,-2,1.5,7,7.3,18,9,226956,3929.2,Professional,ACH,4704.19,0.555,5,101415.35,2024-04-05
CUST-10355,2022-11-06,2023-02-18,104,Healthcare,Startup,Mexico,26715,6822.86,81874.32,284556.36,0.144,79.1,0,,-63,3.6,46,23.1,10,20,598625,3413.5,Enterprise,Invoice,1005.07,0.339,3,81874.32,2023-11-06
CUST-10356,2023-07-31,2024-11-14,472,Retail,Mid-Market,Japan,17092,9742.67,116912.07,134835.44,0.133,90.6,0,,-49,4.8,2,58.4,30,3,82507,3532.0,Enterprise,Wire,2028.34,0.374,4,233824.14,2024-07-30
CUST-10357,2024-08-14,2025-09-18,400,Media,Startup,Mexico,46673,9168.76,110025.15,272092.65,0.175,90.4,0,,84,4.2,17,52.2,81,11,992990,996.8,Professional,Wire,1853.59,0.472,4,330075.44,2025-08-14
CUST-10358,2024-03-02,2025-11-01,609,Finance,SMB,UK,11610,7790.52,93486.18,171834.82,0.137,84.1,0,,-13,2.1,1,39.0,1,19,348169,4626.5,Enterprise,Credit Card,4073.83,0.185,6,93486.18,2025-03-02
CUST-10359,2023-10-24,2024-11-08,381,Technology,Mid-Market,Australia,18104,5798.59,69583.13,131495.56,0.229,79.1,0,,-66,2.0,49,51.9,15,9,190413,1924.0,Enterprise,Credit Card,4988.48,0.954,10,69583.13,2024-10-23
CUST-10360,2023-05-23,2023-11-01,162,Retail,SMB,USA,29680,9414.49,112973.89,379368.91,0.256,83.7,0,,45,2.7,42,55.7,28,4,951541,3403.3,Starter,Credit Card,2670.79,0.686,1,338921.66,2024-05-22
CUST-10361,2024-12-23,2025-12-23,365,Healthcare,Startup,India,18410,9204.55,110454.6,110157.55,0.27,81.7,0,,-19,1.6,23,58.9,84,9,775028,4481.3,Custom,Wire,1298.81,0.844,10,331363.81,2025-12-23
CUST-10362,2022-04-10,2022-08-04,116,Media,Enterprise,Canada,48630,5021.48,60257.75,165700.09,0.377,76.0,0,,-63,1.9,28,33.9,16,19,450861,2001.5,Enterprise,Wire,941.5,0.468,1,120515.49,2023-04-10
CUST-10363,2022-05-07,2024-02-28,662,Logistics,Mid-Market,India,4126,8290.41,99484.89,371824.92,0.013,95.5,0,,-94,4.7,23,24.1,66,2,38133,126.6,Professional,Wire,4281.67,0.178,2,8290.41,2023-05-07
CUST-10364,2023-09-26,2024-04-04,191,Manufacturing,Enterprise,Japan,37600,3264.91,39178.89,110444.82,0.319,73.6,0,,77,4.2,49,66.2,50,17,845281,3137.7,Starter,Wire,4967.27,0.908,3,3264.91,2024-09-25
CUST-10365,2023-02-10,2024-03-04,388,Technology,Mid-Market,Mexico,42267,6261.1,75133.2,129884.68,0.288,84.0,0,,-53,3.3,40,61.8,31,12,134029,3595.7,Enterprise,Invoice,4547.72,0.148,2,225399.61,2024-02-10
CUST-10366,2023-04-10,2025-03-27,717,Education,SMB,Australia,45302,6196.89,74362.69,269763.69,0.006,97.6,0,,77,4.3,50,60.0,45,8,135478,1133.2,Custom,Credit Card,2536.38,0.972,7,223088.08,2024-04-09
CUST-10367,2022-07-07,2022-08-27,51,Healthcare,Startup,India,10385,5556.15,66673.78,140475.08,0.23,81.2,0,,-49,2.5,6,2.0,15,5,415682,498.9,Professional,Invoice,3530.43,0.964,7,200021.33,2023-07-07
CUST-10368,2023-06-21,2024-12-19,547,Finance,SMB,Germany,13755,8608.34,103300.08,333424.5,0.037,97.6,0,,-45,4.9,9,11.1,20,17,17707,3173.7,Enterprise,ACH,4985.69,0.346,10,103300.08,2024-06-20
CUST-10369,2023-01-13,2023-07-15,183,Retail,SMB,Canada,43002,7368.1,88417.19,153676.72,0.334,74.4,0,,-88,4.6,15,60.2,81,16,906486,3993.7,Starter,Credit Card,2657.86,0.272,10,265251.58,2024-01-13
CUST-10370,2023-07-19,2023-11-04,108,Healthcare,SMB,India,21235,8292.96,99515.57,51956.6,0.27,75.2,0,,-62,1.1,42,6.1,49,6,420785,3305.5,Enterprise,Wire,1146.19,0.828,7,199031.14,2024-07-18
CUST-10371,2024-03-01,2024-05-05,65,Healthcare,SMB,Germany,41044,3205.93,38471.12,56512.96,0.23,82.3,0,,68,1.3,5,31.4,34,3,81257,2831.1,Enterprise,ACH,2141.33,0.017,10,3205.93,2025-03-01
CUST-10372,2024-02-09,2025-10-08,607,Technology,Mid-Market,Australia,39,9848.18,118178.19,303513.64,0,100,0,,-65,1.1,10,31.9,20,1,74575,3113.7,Custom,Credit Card,679.78,0.662,2,236356.38,2025-02-08
CUST-10373,2022-05-31,2022-12-24,207,Logistics,Startup,India,37133,5757.58,69090.95,216368.12,0.046,100,0,,65,2.8,2,41.2,66,16,226093,371.0,Custom,Wire,4465.98,0.231,9,69090.95,2023-05-31
CUST-10374,2022-09-28,2023-12-21,449,Media,Startup,Canada,15552,6554.14,78649.68,225120.96,0.414,69.1,0,,63,4.7,40,49.6,89,10,212876,576.4,Starter,Wire,1644.08,0.188,8,157299.35,2023-09-28
CUST-10375,2023-01-08,2023-09-04,239,Education,Enterprise,Australia,24786,1333.42,16001.08,10558.83,0.279,79.0,0,,-31,5.0,36,46.4,36,16,7222,3554.8,Starter,Invoice,2104.32,0.561,6,32002.16,2024-01-08
CUST-10376,2023-09-26,2025-04-06,558,Manufacturing,Startup,UK,27516,6686.27,80235.3,162348.46,0.015,100,0,,-49,2.5,22,31.3,4,9,899574,1653.1,Starter,Wire,1221.32,0.315,3,240705.89,2024-09-25
CUST-10377,2023-02-12,2023-03-23,39,Logistics,Mid-Market,Australia,5187,5928.75,71144.96,131719.44,0.319,79.7,0,,-72,4.5,36,47.2,17,19,729751,1900.8,Enterprise,Invoice,247.73,0.371,7,5928.75,2024-02-12
CUST-10378,2023-01-03,2024-01-15,377,Media,Mid-Market,Brazil,15390,3561.67,42740.03,45530.61,0.25,84.4,0,,-80,4.4,39,21.6,67,20,891225,2798.0,Enterprise,Wire,1743.4,0.282,10,128220.09,2024-01-03
CUST-10379,2023-05-23,2024-03-24,306,Retail,SMB,Brazil,46472,9725.51,116706.11,366225.79,0.393,60.1,0,,-35,4.1,50,64.7,78,4,414734,2846.9,Professional,Invoice,4168.92,0.945,4,233412.22,2024-05-22
CUST-10380,2024-07-12,2025-04-30,292,Finance,Mid-Market,Japan,3133,2340.51,28086.1,100638.42,0.286,74.4,0,,51,2.3,26,10.1,61,7,603580,3345.0,Enterprise,Credit Card,1245.89,0.104,0,84258.29,2025-07-12
CUST-10381,2022-09-22,2022-11-24,63,Manufacturing,SMB,India,22794,6942.59,83311.11,75230.13,0.295,76.6,0,,-51,2.1,45,56.7,47,11,495575,4001.8,Professional,Invoice,186.46,0.01,4,166622.21,2023-09-22
CUST-10382,2024-06-05,2025-04-13,312,Technology,Enterprise,Germany,48324,3875.86,46510.37,33687.88,0.21,79.7,0,,-9,1.4,49,9.2,59,11,900172,1967.4,Enterprise,Wire,951.57,0.582,10,139531.12,2025-06-05
CUST-10383,2022-01-05,2023-07-28,569,Healthcare,Mid-Market,Brazil,46261,9404.21,112850.55,439889.56,0.231,84.6,0,,-8,3.2,12,19.4,41,13,406728,1106.4,Starter,Invoice,4672.74,0.551,0,112850.55,2023-01-05
CUST-10384,2023-08-31,2024-03-06,188,Retail,Enterprise,Japan,20322,1984.89,23818.65,45871.98,0.423,62.8,0,,17,2.2,16,29.9,83,4,19625,1506.3,Custom,Wire,2522.17,0.693,10,71455.96,2024-08-30
CUST-10385,2022-02-27,2022-04-02,34,Manufacturing,Mid-Market,France,49370,5565.47,66785.67,244143.21,0.418,65.2,0,,49,4.8,9,63.9,83,3,678044,3313.3,Custom,Wire,4446.34,0.064,4,66785.67,2023-02-27
CUST-10386,2022-03-18,2023-01-22,310,Technology,SMB,Germany,10620,2156.61,25879.31,41791.97,0.292,81.8,0,,43,3.4,17,31.0,43,6,470239,3758.0,Professional,Invoice,1005.21,0.52,2,25879.31,2023-03-18
CUST-10387,2022-01-20,2022-06-09,140,Technology,Mid-Market,Japan,1444,259.79,3117.52,5161.55,0.25,79.0,0,,-44,1.8,26,34.3,8,4,702889,4504.5,Custom,ACH,4664.07,0.011,6,3117.52,2023-01-20
CUST-10388,2024-09-06,2026-05-24,625,Finance,Enterprise,Brazil,42063,6137.62,73651.39,230393.55,0.008,100,0,,-6,1.8,5,67.9,22,8,770405,2908.6,Enterprise,Wire,853.14,0.029,4,73651.39,2025-09-06
CUST-10389,2022-04-06,2022-08-15,131,Healthcare,Enterprise,Australia,47040,5446.82,65361.83,137559.49,0.465,59.8,0,,-59,4.8,42,57.6,37,2,923879,1866.5,Custom,Wire,4581.46,0.259,8,196085.49,2023-04-06
CUST-10390,2022-07-28,2023-11-28,488,Finance,Enterprise,Brazil,3284,6456.71,77480.54,226122.57,0.116,94.2,0,,-2,2.4,34,17.1,56,5,826927,3388.2,Professional,ACH,2528.95,0.931,2,77480.54,2023-07-28
CUST-10391,2023-10-11,2025-06-16,614,Manufacturing,Startup,Brazil,33240,496.02,5952.27,22887.94,0.116,86.2,0,,85,4.0,15,35.5,80,7,473295,2867.0,Starter,Invoice,498.65,0.085,0,496.02,2024-10-10
CUST-10392,2024-12-23,2026-04-06,469,Technology,Startup,UK,29785,9662.5,115950.02,75004.9,0.064,81.4,0,,-88,4.5,31,21.7,4,8,627325,755.3,Starter,ACH,3472.22,0.178,5,9662.5,2025-12-23
CUST-10393,2024-10-08,2025-01-21,105,Retail,SMB,Japan,36545,1808.37,21700.42,21643.29,0.208,83.6,0,,16,1.7,1,26.6,37,5,151353,564.9,Professional,Wire,3395.64,0.685,4,65101.27,2025-10-08
CUST-10394,2023-01-29,2023-08-17,200,Manufacturing,SMB,Brazil,29025,7425.38,89104.5,45022.46,0.204,82.9,0,,-96,2.2,33,36.4,76,19,967257,1653.0,Enterprise,Wire,104.05,0.166,5,267313.51,2024-01-29
CUST-10395,2024-11-05,2026-10-07,701,Logistics,Startup,Brazil,40893,3557.67,42692.07,112804.02,0.108,89.1,0,,79,4.6,25,31.3,84,7,167728,4738.1,Enterprise,Wire,1165.86,0.185,7,128076.21,2025-11-05
CUST-10396,2023-10-16,2024-04-08,175,Education,Startup,India,5491,1683.18,20198.14,35456.3,0.337,77.3,0,,-64,4.2,8,3.0,47,19,760351,4637.2,Professional,ACH,585.13,0.323,6,20198.14,2024-10-15
CUST-10397,2022-03-28,2022-08-31,156,Media,Mid-Market,Japan,30366,5953.98,71447.79,114696.3,0.219,76.8,0,,71,3.9,9,46.8,22,20,757826,1483.3,Professional,Credit Card,2157.32,0.076,10,142895.58,2023-03-28
CUST-10398,2024-11-19,2024-12-17,28,Retail,Enterprise,India,49830,6497.44,77969.29,189409.77,0.394,70.4,0,,-90,1.2,36,38.9,28,6,67352,4094.6,Starter,Invoice,4252.52,0.094,2,6497.44,2025-11-19
CUST-10399,2024-02-02,2024-12-02,304,Media,Mid-Market,India,27343,5161.48,61937.78,228608.5,0.298,79.3,0,,37,3.0,25,22.2,1,4,800667,2914.2,Enterprise,ACH,2781.36,0.058,4,123875.56,2025-02-01
CUST-10400,2022-10-01,2024-08-21,690,Logistics,Startup,India,31491,108.5,1302.05,4272.2,0.167,96.9,0,,-38,4.3,33,24.2,49,13,295456,4728.7,Custom,ACH,3875.35,0.119,6,1302.05,2023-10-01
CUST-10401,2023-03-22,2024-01-20,304,Finance,Mid-Market,UK,12673,6618.19,79418.28,70783.58,0.371,79.2,0,,-54,1.1,44,5.5,36,6,641449,1264.7,Professional,Credit Card,1407.02,0.486,8,6618.19,2024-03-21
CUST-10402,2022-07-04,2023-10-30,483,Healthcare,SMB,Germany,33670,8639.74,103676.86,213864.35,0.198,79.6,0,,78,1.8,47,40.0,7,8,917696,2160.0,Custom,Credit Card,3687.5,0.745,0,8639.74,2023-07-04
CUST-10403,2022-01-12,2023-01-04,357,Retail,Startup,UK,257,9367.84,112414.05,350505.33,0.14,88.0,0,,-18,3.5,20,58.5,34,8,929348,2647.3,Professional,Credit Card,4676.59,0.553,2,337242.14,2023-01-12
CUST-10404,2022-12-17,2024-10-23,676,Finance,Startup,Australia,49568,7804.7,93656.39,298349.19,0.173,88.2,0,,11,4.7,14,13.6,71,7,924858,4360.4,Custom,Invoice,1072.45,0.484,1,187312.77,2023-12-17
CUST-10405,2022-08-22,2024-05-30,647,Media,Mid-Market,Australia,6870,9637.4,115648.84,427400.91,0.084,84.7,0,,-37,2.7,19,69.5,13,1,77998,949.4,Professional,Invoice,4500.34,0.717,2,9637.4,2023-08-22
CUST-10406,2024-11-06,2025-06-24,230,Logistics,Enterprise,Canada,46420,3557.34,42688.12,49258.78,0.242,72.6,0,,95,3.9,44,2.4,61,16,404375,474.9,Starter,Wire,3777.59,0.723,9,42688.12,2025-11-06
CUST-10407,2022-01-13,2023-10-26,651,Retail,SMB,UK,40713,8997.65,107971.85,257382.42,0.2,88.3,0,,-68,2.9,28,68.9,14,15,962824,2515.8,Starter,ACH,4849.68,0.419,8,107971.85,2023-01-13
CUST-10408,2023-09-05,2024-08-29,359,Media,Mid-Market,France,24164,6640.34,79684.05,89539.59,0.065,81.2,0,,78,4.8,25,38.9,21,20,912132,1769.5,Starter,Invoice,1618.36,0.204,9,79684.05,2024-09-04
CUST-10409,2023-12-05,2024-11-03,334,Manufacturing,Startup,Germany,37972,2311.81,27741.67,40361.36,0.082,96.2,0,,55,1.1,17,45.5,18,20,432019,2115.3,Enterprise,Credit Card,3822.35,0.574,6,83225.0,2024-12-04
CUST-10410,2022-02-14,2023-09-13,576,Manufacturing,Startup,India,23069,137.09,1645.05,5324.15,0,100,0,,75,3.5,36,21.2,35,3,999930,2545.3,Enterprise,Credit Card,2054.77,0.243,7,3290.1,2023-02-14
CUST-10411,2023-02-27,2024-04-11,409,Technology,SMB,Brazil,19011,7356.45,88277.45,209881.55,0,96.4,0,,-20,1.0,38,12.8,81,17,845365,1972.5,Starter,ACH,4824.26,0.118,0,88277.45,2024-02-27
CUST-10412,2024-03-27,2024-08-17,143,Technology,Enterprise,India,11745,9614.68,115376.12,73471.03,0.188,88.6,0,,-31,3.1,16,26.5,13,8,571,2781.4,Professional,Credit Card,1649.4,0.305,8,115376.12,2025-03-27
CUST-10413,2024-08-28,2025-05-24,269,Technology,Mid-Market,Germany,29304,8349.73,100196.82,310840.08,0.312,77.9,0,,-6,4.7,3,1.0,5,12,755188,1951.9,Custom,Credit Card,2960.87,0.869,9,200393.64,2025-08-28
CUST-10414,2023-02-21,2023-03-11,18,Retail,SMB,Australia,35483,9119.49,109433.86,418705.4,0.308,76.8,0,,70,4.4,18,31.7,72,2,527070,3805.9,Starter,Credit Card,2654.1,0.162,10,9119.49,2024-02-21
CUST-10415,2022-03-05,2022-06-29,116,Retail,Enterprise,Brazil,19379,6346.13,76153.58,92462.42,0.196,89.8,0,,-23,4.8,16,10.3,76,2,412504,2419.7,Enterprise,Wire,2793.13,0.929,5,76153.58,2023-03-05
CUST-10416,2023-09-09,2023-10-19,40,Media,SMB,Australia,8978,3839.52,46074.18,150012.51,0.396,71.5,0,,-20,4.7,49,13.7,23,4,638570,39.6,Professional,Invoice,4659.35,0.648,4,138222.54,2024-09-08
CUST-10417,2022-03-02,2022-11-22,265,Education,SMB,Mexico,14608,5038.15,60457.79,131882.69,0.146,92.4,0,,53,2.7,10,7.8,29,18,236164,1562.7,Custom,Credit Card,4847.25,0.287,5,60457.79,2023-03-02
CUST-10418,2022-07-28,2023-01-15,171,Media,Mid-Market,Germany,43154,7044.02,84528.19,297242.1,0.273,77.9,0,,-53,4.8,4,67.0,60,8,967977,3894.0,Professional,Wire,2473.27,0.426,4,84528.19,2023-07-28
CUST-10419,2023-12-11,2025-07-03,570,Finance,SMB,Canada,9176,3276.75,39321.02,112571.11,0.058,94.3,0,,82,4.4,6,29.8,64,11,513019,1841.2,Starter,Wire,332.8,0.336,0,3276.75,2024-12-10
CUST-10420,2024-01-14,2024-11-25,316,Education,Mid-Market,Japan,23376,6031.93,72383.22,101636.33,0.144,89.6,0,,97,1.6,28,63.0,37,4,873743,3947.4,Custom,Credit Card,1782.04,0.3,9,217149.65,2025-01-13
CUST-10421,2023-02-13,2023-11-07,267,Technology,Startup,Japan,12799,2963.91,35566.93,129981.39,0.266,83.0,0,,-69,3.1,26,6.9,8,7,251286,4127.5,Professional,Wire,4681.7,0.513,8,35566.93,2024-02-13
CUST-10422,2022-05-20,2023-05-17,362,Finance,Startup,Canada,44849,7963.6,95563.18,208300.65,0.187,85.1,0,,-84,2.3,7,32.6,39,14,342585,4158.7,Professional,ACH,3644.69,0.483,8,7963.6,2023-05-20
CUST-10423,2022-07-27,2024-01-03,525,Manufacturing,SMB,France,32547,5687.8,68253.58,59778.51,0.033,100.0,0,,-78,3.9,28,53.7,20,19,848373,1987.5,Starter,ACH,1122.42,0.814,2,136507.15,2023-07-27
CUST-10424,2024-02-10,2025-11-16,645,Technology,Enterprise,UK,3165,7958.28,95499.37,135320.31,0.112,90.1,0,,36,3.4,21,35.1,73,1,557099,4529.6,Enterprise,Invoice,476.0,0.085,9,286498.12,2025-02-09
CUST-10425,2024-12-05,2025-09-29,298,Logistics,SMB,Mexico,24299,9054.56,108654.73,119053.44,0.205,87.5,0,,12,1.7,23,59.5,62,11,665960,3549.9,Enterprise,Invoice,4727.24,0.742,9,9054.56,2025-12-05
CUST-10426,2023-01-02,2023-05-29,147,Finance,Enterprise,Brazil,34661,806.43,9677.1,30078.12,0.169,88.0,0,,38,1.8,38,65.4,57,3,484570,71.9,Enterprise,ACH,4579.52,0.263,5,806.43,2024-01-02
CUST-10427,2023-06-29,2024-01-27,212,Healthcare,Enterprise,Germany,47591,4311.0,51731.94,163572.42,0.437,78.7,0,,-45,3.6,13,38.5,43,14,890158,2681.9,Starter,Invoice,3048.77,0.986,8,4311.0,2024-06-28
CUST-10428,2023-07-18,2024-06-27,345,Healthcare,Mid-Market,Australia,30676,5805.73,69668.8,251245.07,0.384,70.5,0,,47,1.2,20,11.5,54,14,613627,1038.6,Enterprise,Credit Card,3140.02,0.657,8,5805.73,2024-07-17
CUST-10429,2024-08-09,2024-08-22,13,Healthcare,Enterprise,UK,37732,7710.14,92521.7,262879.68,0.395,75.4,0,,-39,4.1,5,1.7,68,5,894258,2867.5,Custom,ACH,672.01,0.866,5,7710.14,2025-08-09
CUST-10430,2023-05-14,2024-07-24,437,Healthcare,Enterprise,USA,18578,517.4,6208.79,4388.05,0,98.2,0,,-17,1.2,8,22.3,59,7,419913,348.4,Enterprise,Wire,1028.21,0.758,2,18626.37,2024-05-13
CUST-10431,2022-06-11,2023-01-20,223,Education,Mid-Market,Japan,40550,6932.05,83184.61,189976.96,0.153,83.9,0,,-85,3.8,40,24.7,41,14,94736,1833.6,Enterprise,Wire,3328.3,0.086,5,249553.82,2023-06-11
CUST-10432,2024-02-09,2024-10-12,246,Healthcare,Enterprise,France,19022,5888.35,70660.24,175827.37,0.139,95.8,0,,-37,2.6,43,44.6,84,5,879041,2540.3,Professional,Wire,2430.8,0.457,2,211980.72,2025-02-08
CUST-10433,2024-02-14,2025-04-09,420,Manufacturing,Startup,Brazil,4506,145.39,1744.7,6454.31,0.144,94.3,0,,80,3.7,4,3.5,13,20,730404,2309.1,Enterprise,Invoice,1673.81,0.872,10,3489.39,2025-02-13
CUST-10434,2024-04-18,2025-01-15,272,Finance,Enterprise,Australia,14029,523.25,6279.02,11343.47,0.284,79.5,0,,-98,2.1,31,30.8,54,5,978978,4286.1,Starter,ACH,3168.8,0.676,7,523.25,2025-04-18
CUST-10435,2024-12-19,2026-08-04,593,Technology,Startup,France,32464,2375.18,28502.11,45873.0,0.111,92.1,0,,2,2.0,48,62.1,84,20,657138,4826.0,Starter,Invoice,865.67,0.537,4,85506.32,2025-12-19
CUST-10436,2023-07-07,2024-05-30,328,Logistics,SMB,Germany,32180,7567.55,90810.58,156840.54,0.261,76.3,0,,-69,2.8,12,2.5,54,18,587150,4925.6,Starter,Wire,4195.72,0.821,0,90810.58,2024-07-06
CUST-10437,2023-09-17,2024-04-18,214,Logistics,Mid-Market,Australia,42727,5946.41,71356.94,225489.59,0.359,67.8,0,,91,2.4,32,16.8,29,7,424361,1419.8,Custom,Wire,69.62,0.251,3,5946.41,2024-09-16
CUST-10438,2022-01-26,2023-10-26,638,Technology,Startup,Germany,35718,9139.13,109669.54,416445.8,0.018,100,0,,-68,2.6,22,19.8,21,2,968705,1309.8,Professional,Invoice,4472.19,0.611,10,219339.09,2023-01-26
CUST-10439,2024-07-11,2025-10-27,473,Manufacturing,Startup,UK,37034,1425.11,17101.32,24623.48,0.152,88.8,0,,-45,1.6,23,71.8,30,18,674492,376.4,Custom,ACH,493.95,0.634,2,17101.32,2025-07-11
CUST-10440,2023-07-22,2025-01-30,558,Media,Mid-Market,Brazil,37644,9524.97,114299.62,68415.69,0.105,85.3,0,,4,1.8,11,27.5,63,10,831993,720.8,Enterprise,Credit Card,1325.07,0.89,10,114299.62,2024-07-21
CUST-10441,2022-12-20,2024-02-23,430,Media,SMB,India,28291,1085.82,13029.84,30848.05,0.154,86.8,0,,-75,3.8,13,4.6,1,5,572685,1996.8,Professional,Credit Card,4671.25,0.151,0,1085.82,2023-12-20
CUST-10442,2023-11-18,2024-07-18,243,Retail,SMB,France,35637,3969.14,47629.74,157609.51,0.243,78.7,0,,49,1.1,21,34.0,77,11,31483,299.7,Custom,Invoice,682.81,0.955,9,3969.14,2024-11-17
CUST-10443,2022-02-23,2023-06-11,473,Finance,Startup,Germany,6134,2239.26,26871.12,56837.17,0.22,90.5,0,,-73,1.8,24,41.2,65,16,927569,377.9,Custom,Wire,712.68,0.12,4,53742.24,2023-02-23
CUST-10444,2023-07-27,2024-09-17,418,Logistics,Enterprise,USA,29809,7943.24,95318.84,380872.91,0.225,84.0,0,,-35,2.2,26,4.8,18,8,796473,1507.7,Professional,Invoice,1802.73,0.093,6,7943.24,2024-07-26
CUST-10445,2022-10-23,2023-10-09,351,Manufacturing,Enterprise,Brazil,48626,1891.73,22700.75,83761.06,0.201,86.0,0,,14,4.2,30,63.7,48,20,23701,1041.2,Professional,Wire,3207.76,0.353,1,22700.75,2023-10-23
CUST-10446,2022-09-25,2024-01-20,482,Finance,Enterprise,Brazil,22611,4147.86,49774.26,138392.86,0.084,90.7,0,,77,2.4,34,25.9,48,2,137796,528.8,Starter,ACH,4775.41,0.537,1,49774.26,2023-09-25
CUST-10447,2024-05-30,2025-12-05,554,Manufacturing,Startup,Australia,36443,8819.34,105832.06,420871.55,0.075,86.2,0,,9,4.2,32,48.9,16,7,486129,1896.8,Starter,Credit Card,2501.0,0.269,7,211664.11,2025-05-30
CUST-10448,2022-02-18,2023-07-27,524,Technology,Enterprise,Australia,19113,7516.09,90193.13,183464.28,0,88.6,0,,58,4.4,8,7.1,38,2,52797,2018.3,Professional,Wire,3039.65,0.73,2,90193.13,2023-02-18
CUST-10449,2023-10-30,2024-06-22,236,Finance,Enterprise,UK,14685,2857.16,34285.98,49425.1,0.152,89.9,0,,46,4.9,26,23.6,55,6,155225,3572.1,Starter,Invoice,329.59,0.166,7,34285.98,2024-10-29
