Date,Week,Month,Quarter,Year,Channel,Channel_Type,Campaign,Campaign_Objective,Target_Audience,Impressions,Reach,Clicks,CTR_Pct,CPC,Spend,Leads,CPL,MQLs,SQLs,Opportunities,Deals_Closed,Revenue_Attributed,ROI_Pct,ROAS,Conversion_Rate_Pct,Avg_Order_Value,Bounce_Rate_Pct,Time_On_Page_Sec,Video_Views,Email_Open_Rate_Pct,Email_CTR_Pct,Unsubscribes,Social_Shares,Comments,Brand_Mentions,Attribution_Model
2023-09-09,36,September,Q3,2023,YouTube,Earned,Brand Awareness Q1,Upsell,CTO,390453,259038,25377,6.5,8.05,204386.16,1971,103.7,702,247,45,19,538672.49,163.6,2.64,7.77,11970.5,40.2,430,89608,0,0,0,2320,376,46,Linear
2024-06-28,26,June,Q2,2024,SEO,Owned,Product Launch,Retention,Enterprise VP,2228454,1732285,66413,2.98,8.69,577234.74,4883,118.21,1829,466,98,13,514302.74,-10.9,0.89,7.35,5247.99,27.0,78,8488,0,0,0,3046,409,709,First Touch
2024-12-30,1,December,Q4,2024,SEO,Owned,Summer Sale,Lead Gen,CFO,3443336,2920037,192162,5.58,13.51,2595624.6,14809,175.27,6920,2893,806,213,13267465.53,411.1,5.11,7.71,16460.88,50.0,234,857,0,0,0,3718,370,711,Last Touch
2023-07-18,29,July,Q3,2023,Influencer,Paid,Holiday Push,Lead Gen,CTO,4462676,3126032,25096,0.56,11.51,288872.87,2693,107.27,697,318,57,13,413262.83,43.1,1.43,10.73,7250.23,52.8,187,9411,0,0,0,4235,445,905,Time Decay
2022-07-28,30,July,Q3,2022,Influencer,Paid,Holiday Push,Conversion,IT Manager,1183007,711550,91835,7.76,12.88,1182930.76,9043,130.81,3510,1421,401,68,4421719.34,273.8,3.74,9.85,11026.73,34.9,486,1698,0,0,0,3946,369,560,Linear
2024-08-29,35,August,Q3,2024,LinkedIn,Earned,Lead Magnet,Lead Gen,IT Manager,677155,496899,16704,2.47,1.64,27370.81,503,54.42,168,35,6,2,96671.34,253.2,3.53,3.01,16111.89,45.7,535,8494,0,0,0,3727,301,554,Data-Driven
2024-08-02,31,August,Q3,2024,Trade Show,Earned,Summer Sale,Upsell,CMO,2774633,2265801,74886,2.7,5.28,395109.51,2873,137.53,1093,315,38,12,224727.47,-43.1,0.57,3.84,5913.88,61.5,238,6814,0,0,0,26,353,336,Data-Driven
2024-06-09,23,June,Q2,2024,LinkedIn,Earned,Brand Awareness Q1,Brand,CMO,3806730,3243672,114070,3.0,14.87,1696240.52,13536,125.31,5855,1612,594,259,6273046.03,269.8,3.7,11.87,10560.68,51.7,321,7840,0,0,0,4948,124,432,Linear
2024-04-13,15,April,Q2,2024,Meta Ads,Paid,Brand Awareness Q1,Retention,CTO,587409,468264,46163,7.86,6.44,297245.77,4540,65.47,1155,276,103,24,1794499.14,503.7,6.04,9.84,17422.32,35.1,50,5178,0,0,0,1901,52,387,First Touch
2022-09-26,39,September,Q3,2022,Influencer,Paid,Holiday Push,Brand,SMB Owner,1096018,793689,42430,3.87,13.9,589571.04,1550,380.37,342,154,59,21,232288.14,-60.6,0.39,3.65,3937.09,37.1,487,5769,0,0,0,3427,96,882,First Touch
2022-08-04,31,August,Q3,2022,LinkedIn,Earned,Brand Awareness Q1,Retention,IT Manager,642711,400583,13322,2.07,10.63,141595.05,853,166.0,459,168,41,15,626757.76,342.6,4.43,6.41,15286.77,37.9,542,5428,0,0,0,4207,205,385,Last Touch
2023-12-26,52,December,Q4,2023,Webinar,Earned,ABM Enterprise,Lead Gen,CTO,2736554,2412114,159127,5.81,4.8,763579.01,10743,71.08,2272,882,233,108,2489358.4,226.0,3.26,6.75,10683.94,51.4,573,6246,0,0,0,3545,299,42,Linear
2023-07-13,28,July,Q3,2023,Webinar,Earned,Demand Gen,Conversion,IT Manager,4944674,4277283,366774,7.42,9.28,3404744.5,34377,99.04,9290,3255,478,110,6695461.46,96.7,1.97,9.37,14007.24,22.7,101,3608,0,0,0,1372,417,631,Data-Driven
2024-07-31,31,July,Q3,2024,Meta Ads,Paid,Product Launch,Retention,Developer,1406821,1160193,29150,2.07,2.81,81924.91,345,237.46,188,90,23,7,451103.0,450.6,5.51,1.18,19613.17,28.2,574,5536,0,0,0,1524,241,147,Data-Driven
2024-08-05,32,August,Q3,2024,Influencer,Paid,Nurture Series,Retention,CTO,3177925,2818744,249838,7.86,10.97,2741832.35,6608,414.93,2658,1259,295,30,1450422.24,-47.1,0.53,2.64,4916.69,30.9,569,3728,0,0,0,1817,136,653,Linear
2024-01-25,4,January,Q1,2024,Trade Show,Earned,Brand Awareness Q1,Brand,CFO,2037065,1424270,62454,3.07,6.67,416355.9,1949,213.63,896,410,145,34,1353120.33,225.0,3.25,3.12,9331.86,41.4,501,3577,0,0,0,498,482,128,Time Decay
2023-03-28,13,March,Q1,2023,Influencer,Paid,Nurture Series,Brand,Developer,1062694,869332,18879,1.78,5.49,103714.97,2108,49.2,799,378,73,11,268839.41,159.2,2.59,11.17,3682.73,40.5,317,6726,0,0,0,4269,309,743,Last Touch
2024-07-10,28,July,Q3,2024,Trade Show,Earned,Partner Co-Mktg,Conversion,IT Manager,325450,280158,8783,2.7,2.01,17636.13,548,32.18,231,105,12,3,190559.3,980.5,10.81,6.24,15879.94,51.7,371,6227,0,0,0,4986,5,304,Linear
2024-11-20,47,November,Q4,2024,Twitter/X,Earned,Product Launch,Conversion,SMB Owner,2220262,1733328,135346,6.1,6.75,913977.68,12461,73.35,3525,1457,418,100,784078.39,-14.2,0.86,9.21,1875.79,47.9,468,475,0,0,0,86,337,869,Time Decay
2022-11-28,48,November,Q4,2022,Email,Owned,Partner Co-Mktg,Brand,Enterprise VP,2196889,1684019,165867,7.55,8.95,1484329.58,12474,118.99,6695,3264,739,169,827375.62,-44.3,0.56,7.52,1119.59,23.5,151,773,19.0,14.4,147,4191,14,710,First Touch
2023-05-10,19,May,Q2,2023,Influencer,Paid,ABM Enterprise,Upsell,Developer,4233510,3807887,179542,4.24,13.07,2347261.13,9219,254.61,3850,1056,240,27,3042914.22,29.6,1.3,5.14,12678.81,60.4,139,5996,0,0,0,1789,105,468,Linear
2023-02-09,6,February,Q1,2023,Content,Owned,Partner Co-Mktg,Conversion,SMB Owner,3387482,2470992,133395,3.94,2.37,316793.91,10958,28.91,4343,1535,365,127,7285654.53,2199.8,23.0,8.22,19960.7,47.8,322,5790,0,0,0,4052,174,581,Linear
2024-01-30,5,January,Q1,2024,Content,Owned,Holiday Push,Brand,CFO,214222,161562,15387,7.18,5.2,80028.51,1251,63.97,594,187,50,22,640752.73,700.7,8.01,8.13,12815.05,77.4,313,1217,0,0,0,4580,114,639,Linear
2022-11-25,47,November,Q4,2022,Influencer,Paid,Demand Gen,Upsell,CMO,2626153,2186147,38929,1.48,12.87,501093.51,4229,118.49,1088,522,199,25,3569521.0,612.3,7.12,10.87,17937.29,59.0,118,1099,0,0,0,4999,322,726,Last Touch
2022-07-09,27,July,Q3,2022,SEO,Owned,Holiday Push,Retention,Developer,3140527,2471244,131452,4.19,10.8,1420039.39,5936,239.22,1329,347,116,23,1561802.64,10.0,1.1,4.52,13463.82,32.1,545,8960,0,0,0,1159,153,973,First Touch
2023-01-22,3,January,Q1,2023,Influencer,Paid,Nurture Series,Brand,Enterprise VP,3040830,2465107,171016,5.62,4.01,685534.67,15320,44.75,3625,908,361,120,6361556.42,828.0,9.28,8.96,17622.04,79.9,466,3826,0,0,0,2372,329,855,First Touch
2023-05-29,22,May,Q2,2023,Meta Ads,Paid,Lead Magnet,Conversion,SMB Owner,1477625,1138443,95737,6.48,1.78,170788.38,6767,25.24,1458,605,180,68,1331072.5,679.4,7.79,7.07,7394.85,36.9,509,9957,0,0,0,2071,45,139,Last Touch
2022-11-12,45,November,Q4,2022,Content,Owned,Retargeting Wave,Conversion,Developer,2538442,1905613,90108,3.55,1.75,157867.99,9822,16.07,2306,1129,151,37,2430853.28,1439.8,15.4,10.9,16098.37,24.1,239,9843,0,0,0,3542,354,180,Time Decay
2024-05-25,21,May,Q2,2024,Podcast,Earned,Lead Magnet,Brand,Enterprise VP,3490751,2835623,40279,1.15,7.66,308406.15,1689,182.6,424,182,26,7,405048.95,31.3,1.31,4.19,15578.81,79.6,60,1511,0,0,0,2375,303,879,Linear
2022-03-12,10,March,Q1,2022,LinkedIn,Earned,ABM Enterprise,Lead Gen,CMO,4410408,2801072,336554,7.63,1.24,415886.42,23543,17.66,9683,2140,457,150,3901540.3,838.1,9.38,7.0,8537.29,60.6,56,8407,0,0,0,1262,35,686,Last Touch
2023-01-29,4,January,Q1,2023,Content,Owned,Partner Co-Mktg,Retention,CTO,3293990,2956390,254681,7.73,11.04,2812282.04,22050,127.54,5239,2555,434,212,3864875.72,37.4,1.37,8.66,8905.24,62.7,90,7934,0,0,0,696,5,878,Last Touch
2022-07-08,27,July,Q3,2022,YouTube,Earned,Retargeting Wave,Lead Gen,CTO,966960,801641,69223,7.16,12.0,830756.35,4340,191.42,930,412,44,21,227214.51,-72.6,0.27,6.27,5163.97,36.3,289,310605,0,0,0,3013,220,28,Time Decay
2022-06-06,23,June,Q2,2022,SEO,Owned,Holiday Push,Lead Gen,CMO,4356689,2712354,176908,4.06,6.17,1091024.87,2898,376.48,1409,473,153,38,534455.6,-51.0,0.49,1.64,3493.17,64.8,140,6461,0,0,0,213,427,200,Time Decay
2024-10-28,44,October,Q4,2024,Influencer,Paid,Holiday Push,Brand,CMO,645491,534406,7721,1.2,14.6,112727.27,647,174.23,382,82,27,8,376798.99,234.3,3.34,8.39,13955.52,42.7,230,990,0,0,0,3477,204,890,Time Decay
2022-02-16,7,February,Q1,2022,Google Ads,Paid,Product Launch,Lead Gen,CMO,2898173,2338844,143562,4.95,4.57,656589.91,15869,41.38,8649,4241,929,114,11417059.75,1638.8,17.39,11.05,12289.62,49.6,345,8567,0,0,0,72,400,27,Data-Driven
2024-10-11,41,October,Q4,2024,Meta Ads,Paid,Partner Co-Mktg,Conversion,SMB Owner,2302400,1919038,124783,5.42,8.61,1074603.65,3964,271.09,1082,313,110,23,1769029.68,64.6,1.65,3.18,16082.09,72.9,574,8620,0,0,0,4522,98,638,Last Touch
2023-05-14,19,May,Q2,2023,Trade Show,Earned,Product Launch,Conversion,SMB Owner,2811634,2484543,140535,5.0,0.58,80872.32,10337,7.82,2838,1014,371,147,6793016.34,8299.7,84.0,7.36,18310.02,41.4,135,3466,0,0,0,936,457,589,Time Decay
2022-02-19,7,February,Q1,2022,Email,Owned,Holiday Push,Lead Gen,IT Manager,2608297,2252030,114643,4.4,2.89,331759.75,10616,31.25,3942,1430,532,232,5948920.04,1693.1,17.93,9.26,11182.18,31.6,266,8714,10.7,4.6,60,3368,130,449,Linear
2024-11-28,48,November,Q4,2024,SEO,Owned,Holiday Push,Brand,CMO,3467971,2120932,126864,3.66,12.09,1534251.02,8487,180.78,4202,2030,364,69,2970767.49,93.6,1.94,6.69,8161.45,47.4,373,2763,0,0,0,4711,226,492,Time Decay
2022-03-18,11,March,Q1,2022,Meta Ads,Paid,Holiday Push,Lead Gen,SMB Owner,2183280,1383810,69594,3.19,4.88,339457.96,4622,73.44,1129,488,85,19,174223.46,-48.7,0.51,6.64,2049.69,32.9,408,1121,0,0,0,595,212,551,Time Decay
2022-08-31,35,August,Q3,2022,Meta Ads,Paid,Brand Awareness Q1,Conversion,CFO,2575595,1807901,87578,3.4,0.95,83215.89,2785,29.88,974,220,62,21,514199.38,517.9,6.18,3.18,8293.54,42.7,379,4230,0,0,0,1437,379,407,Data-Driven
2023-05-21,20,May,Q2,2023,Webinar,Earned,Nurture Series,Brand,CMO,4250309,2920048,261306,6.15,13.91,3635038.38,29720,122.31,17486,8699,2174,912,4881379.23,34.3,1.34,11.37,2245.34,36.4,342,4600,0,0,0,2768,433,580,Linear
2024-04-20,16,April,Q2,2024,Webinar,Earned,Holiday Push,Lead Gen,CMO,241436,215023,1367,0.57,14.89,20355.87,141,144.37,33,16,4,1,12738.01,-37.4,0.63,10.36,3184.5,55.2,293,2059,0,0,0,810,333,877,Time Decay
2023-03-02,9,March,Q1,2023,Webinar,Earned,Brand Awareness Q1,Upsell,CMO,4450124,3015365,99600,2.24,5.83,580760.86,9608,60.45,2134,798,280,115,3585155.7,517.3,6.17,9.65,12804.13,56.3,107,6658,0,0,0,2954,16,556,First Touch
2022-05-23,21,May,Q2,2022,Email,Owned,Nurture Series,Upsell,CFO,3455959,2269341,225551,6.53,11.97,2698819.26,23496,114.86,11781,5703,981,390,16104887.25,496.7,5.97,10.42,16416.81,48.4,494,555,10.6,6.9,124,4672,169,729,Data-Driven
2023-11-18,46,November,Q4,2023,Influencer,Paid,Nurture Series,Lead Gen,Developer,1042140,651715,29040,2.79,3.13,90837.54,3339,27.21,1008,386,83,32,973881.77,972.1,10.72,11.5,11733.52,61.8,382,7129,0,0,0,1068,243,351,Last Touch
2024-10-22,43,October,Q4,2024,Google Ads,Paid,Holiday Push,Lead Gen,CFO,101502,70220,1361,1.34,14.52,19760.67,124,159.36,74,35,12,3,157716.47,698.1,7.98,9.17,13143.04,67.0,346,9585,0,0,0,1508,119,320,First Touch
2024-04-18,16,April,Q2,2024,Influencer,Paid,Brand Awareness Q1,Brand,CTO,1786587,1310437,82737,4.63,12.44,1029084.91,4673,220.22,2634,933,229,65,521290.94,-49.3,0.51,5.65,2276.38,78.0,125,2055,0,0,0,2325,325,671,Linear
2024-07-07,27,July,Q3,2024,Webinar,Earned,Nurture Series,Brand,Enterprise VP,629241,551404,37958,6.03,3.97,150746.81,3955,38.12,2173,941,359,77,2291799.9,1420.3,15.2,10.42,6383.84,57.5,271,5134,0,0,0,2872,396,153,Data-Driven
2023-02-18,7,February,Q1,2023,Twitter/X,Earned,Demand Gen,Brand,Enterprise VP,1790016,1185770,73846,4.13,10.28,759158.48,7315,103.78,3549,1624,483,225,5645630.93,643.7,7.44,9.91,11688.68,44.9,353,6199,0,0,0,2243,326,467,Time Decay
2022-07-16,28,July,Q3,2022,Meta Ads,Paid,Brand Awareness Q1,Upsell,Developer,2866979,2231528,125642,4.38,2.38,299464.24,11328,26.44,6727,3032,1090,140,20952646.34,6896.7,69.97,9.02,19222.61,63.3,22,7989,0,0,0,4725,61,118,Time Decay
2022-09-02,35,September,Q3,2022,Meta Ads,Paid,Retargeting Wave,Brand,Developer,2523427,1950530,189198,7.5,4.24,801826.63,9838,81.5,4524,2218,886,217,15236580.69,1800.2,19.0,5.2,17197.04,38.2,329,8019,0,0,0,1743,491,749,Data-Driven
2023-11-21,47,November,Q4,2023,Influencer,Paid,Holiday Push,Brand,CTO,1550582,1148402,35800,2.31,15.0,536994.22,2992,179.48,1759,647,227,73,3336031.89,521.2,6.21,8.36,14696.18,27.3,170,5580,0,0,0,1984,88,342,First Touch
2022-11-18,46,November,Q4,2022,Meta Ads,Paid,Partner Co-Mktg,Retention,IT Manager,4656066,3810542,312531,6.71,8.48,2651425.56,8743,303.26,2329,803,314,50,526846.44,-80.1,0.2,2.8,1677.85,45.8,228,8999,0,0,0,1761,424,584,Linear
2024-07-29,31,July,Q3,2024,Meta Ads,Paid,Retargeting Wave,Retention,CTO,3439215,2921922,96497,2.81,11.49,1108819.94,8062,137.54,2043,475,149,59,2483474.94,124.0,2.24,8.36,16667.62,70.6,41,7323,0,0,0,382,415,251,Time Decay
2024-12-01,48,December,Q4,2024,Google Ads,Paid,Retargeting Wave,Lead Gen,CTO,4427918,3319225,231861,5.24,11.4,2643518.36,12951,204.12,6286,2697,877,382,16500578.74,524.2,6.24,5.59,18814.8,65.1,55,9349,0,0,0,4217,120,279,Data-Driven
2023-07-10,28,July,Q3,2023,YouTube,Earned,Lead Magnet,Retention,CFO,1297464,801546,71917,5.54,10.53,757119.57,4609,164.27,1483,492,109,31,1508585.82,99.3,1.99,6.41,13840.24,37.2,295,425760,0,0,0,2787,202,324,Time Decay
2022-09-30,39,September,Q3,2022,Webinar,Earned,Nurture Series,Retention,IT Manager,3951120,3055078,136857,3.46,10.32,1411848.99,2720,519.06,1194,296,38,3,758470.32,-46.3,0.54,1.99,19959.75,75.2,61,3175,0,0,0,2517,170,783,Last Touch
2022-11-02,44,November,Q4,2022,Google Ads,Paid,Nurture Series,Conversion,CMO,1560464,1382429,59000,3.78,3.1,183106.08,4558,40.17,2692,585,80,19,1199379.06,555.0,6.55,7.73,14992.24,46.6,267,165,0,0,0,270,236,771,Linear
2022-03-22,12,March,Q1,2022,Influencer,Paid,ABM Enterprise,Brand,CMO,3197875,2247400,70457,2.2,1.75,123641.46,4695,26.33,1214,296,70,22,1051422.19,750.4,8.5,6.66,15020.32,48.9,45,1013,0,0,0,2934,430,858,Last Touch
2024-03-29,13,March,Q1,2024,Influencer,Paid,ABM Enterprise,Retention,CMO,3425184,2849750,171382,5.0,3.53,604731.22,4277,141.39,1598,423,75,30,256068.48,-57.7,0.42,2.5,3414.25,33.9,163,3589,0,0,0,4073,345,180,Last Touch
2023-11-22,47,November,Q4,2023,YouTube,Earned,Brand Awareness Q1,Upsell,Enterprise VP,1744971,1352736,22074,1.27,3.88,85638.85,777,110.22,301,129,39,6,692805.94,709.0,8.09,3.52,17764.25,32.5,54,107171,0,0,0,3651,5,273,Last Touch
2023-01-27,4,January,Q1,2023,Email,Owned,Summer Sale,Lead Gen,CFO,1650644,1310117,92782,5.62,9.67,896989.3,6412,139.89,3361,884,162,73,1340252.18,49.4,1.49,6.91,8273.16,57.6,32,4413,28.6,7.2,151,4290,410,727,Linear
2022-08-21,33,August,Q3,2022,Trade Show,Earned,ABM Enterprise,Conversion,CFO,3532322,2890753,169030,4.79,6.09,1029699.43,1998,515.37,1180,458,86,32,1458640.53,41.7,1.42,1.18,16960.94,25.8,521,8837,0,0,0,1822,237,635,Last Touch
2024-06-10,24,June,Q2,2024,SEO,Owned,Demand Gen,Upsell,CFO,253643,199115,7416,2.92,10.84,80409.34,587,136.98,223,87,34,6,416480.57,418.0,5.18,7.92,12249.43,77.7,558,9111,0,0,0,1748,325,822,Data-Driven
2022-03-19,11,March,Q1,2022,Email,Owned,ABM Enterprise,Brand,CMO,3833035,2489534,195564,5.1,9.3,1819573.93,21611,84.2,10173,3615,597,201,2757497.82,51.5,1.52,11.05,4618.92,42.4,450,5659,41.9,11.9,174,244,65,339,First Touch
2024-03-22,12,March,Q1,2024,Webinar,Earned,Nurture Series,Retention,IT Manager,3645024,2702090,257963,7.08,11.18,2883612.68,17448,165.27,7941,3416,754,338,7107190.15,146.5,2.46,6.76,9425.98,69.7,564,7021,0,0,0,2020,72,572,Data-Driven
2024-01-04,1,January,Q1,2024,Influencer,Paid,Summer Sale,Conversion,CFO,747811,575660,53687,7.18,0.51,27598.35,3653,7.55,1001,244,58,15,220021.74,697.2,7.97,6.81,3793.48,74.5,472,4832,0,0,0,1686,293,692,Time Decay
2023-04-12,15,April,Q2,2023,YouTube,Earned,Partner Co-Mktg,Conversion,IT Manager,2158307,1799183,110357,5.11,13.8,1522466.48,4612,330.11,1293,476,93,33,1395923.36,-8.3,0.92,4.18,15009.93,31.9,501,30517,0,0,0,4206,251,222,First Touch
2022-04-20,16,April,Q2,2022,LinkedIn,Earned,Product Launch,Conversion,Enterprise VP,764697,548407,4723,0.62,2.62,12392.37,466,26.59,180,47,14,5,67455.12,444.3,5.44,9.87,4818.22,32.3,210,2785,0,0,0,1675,145,940,Data-Driven
2024-07-14,28,July,Q3,2024,SEO,Owned,Brand Awareness Q1,Conversion,SMB Owner,4734525,3578444,99600,2.1,14.71,1464666.17,5664,258.59,2019,886,242,62,278545.11,-81.0,0.19,5.69,1151.01,78.2,43,7247,0,0,0,1702,499,879,Last Touch
2024-04-26,17,April,Q2,2024,SEO,Owned,ABM Enterprise,Upsell,CFO,2552871,2014292,189673,7.43,6.99,1324955.76,17936,73.87,9947,3863,615,130,5932325.17,347.7,4.48,9.46,9646.06,49.1,461,954,0,0,0,190,306,202,Time Decay
2022-07-18,29,July,Q3,2022,Webinar,Earned,Holiday Push,Lead Gen,Enterprise VP,2455806,1673803,180862,7.36,11.68,2112806.78,14878,142.01,5152,2498,330,90,2002605.16,-5.2,0.95,8.23,6068.5,54.5,327,4176,0,0,0,4044,405,218,Last Touch
2024-06-21,25,June,Q2,2024,Podcast,Earned,Partner Co-Mktg,Retention,CFO,478809,419205,29118,6.08,11.9,346576.92,3317,104.49,1095,383,104,14,1388818.86,300.7,4.01,11.39,13354.03,31.5,575,4963,0,0,0,3681,226,92,Data-Driven
2024-12-18,51,December,Q4,2024,Podcast,Earned,Lead Magnet,Lead Gen,SMB Owner,4215913,2580868,95824,2.27,6.95,666300.53,3546,187.9,1083,230,79,12,822245.36,23.4,1.23,3.7,10408.17,39.4,173,3927,0,0,0,369,261,881,Data-Driven
2024-03-09,10,March,Q1,2024,SEO,Owned,Demand Gen,Retention,SMB Owner,3300082,2306734,215053,6.52,14.31,3077059.43,6063,507.51,3468,1003,363,181,2717918.22,-11.7,0.88,2.82,7487.38,31.2,124,5827,0,0,0,3185,16,842,Last Touch
2024-10-30,44,October,Q4,2024,Trade Show,Earned,Nurture Series,Upsell,Developer,533657,329575,2872,0.54,8.42,24169.53,94,257.12,51,16,2,0,17659.5,-26.9,0.73,3.31,8829.75,35.6,302,7529,0,0,0,3525,376,935,Data-Driven
2022-09-08,36,September,Q3,2022,Twitter/X,Earned,Partner Co-Mktg,Conversion,CFO,688182,526717,25429,3.7,3.2,81393.37,578,140.82,193,95,16,4,187260.5,130.1,2.3,2.27,11703.78,50.2,91,9224,0,0,0,363,21,806,Linear
2022-09-09,36,September,Q3,2022,Content,Owned,Summer Sale,Lead Gen,SMB Owner,4372587,3035181,219343,5.02,3.62,793019.46,11188,70.88,6019,1954,614,245,5109282.82,544.3,6.44,5.1,8321.31,66.0,46,2741,0,0,0,4801,173,804,Time Decay
2023-01-31,5,January,Q1,2023,Podcast,Earned,Demand Gen,Brand,CFO,97986,75221,1268,1.29,13.2,16739.61,17,984.68,4,1,0,0,0.0,-100.0,0.0,1.34,0.0,74.9,112,9793,0,0,0,2418,311,581,Data-Driven
2022-08-26,34,August,Q3,2022,Email,Owned,Lead Magnet,Lead Gen,Developer,3366273,2957643,174744,5.19,11.0,1921893.72,2442,787.02,836,197,25,6,408827.24,-78.7,0.21,1.4,16353.09,46.3,533,7095,41.8,7.9,123,63,274,11,Linear
2022-10-30,43,October,Q4,2022,YouTube,Earned,ABM Enterprise,Brand,IT Manager,1712338,1499190,99375,5.8,11.39,1132139.31,11353,99.72,6128,2893,1117,425,19017725.09,1579.8,16.8,11.42,17025.72,56.0,105,80582,0,0,0,4841,112,212,Last Touch
2022-06-02,22,June,Q2,2022,Email,Owned,Brand Awareness Q1,Lead Gen,IT Manager,2345184,2021160,113123,4.82,2.87,324244.91,2808,115.47,1193,575,190,24,1077515.83,232.3,3.32,2.48,5671.14,75.7,527,5950,30.9,5.9,39,3677,130,553,First Touch
2024-03-06,10,March,Q1,2024,Webinar,Earned,Brand Awareness Q1,Lead Gen,CTO,892011,801385,9028,1.01,13.81,124703.92,1030,121.07,280,90,35,11,107117.85,-14.1,0.86,11.42,3060.51,69.8,95,7034,0,0,0,2605,251,689,First Touch
2022-12-11,49,December,Q4,2022,Meta Ads,Paid,Retargeting Wave,Upsell,Developer,989846,774663,46104,4.66,1.2,55184.7,3723,14.82,1551,728,218,41,669110.4,1112.5,12.12,8.08,3069.31,23.6,352,5851,0,0,0,4781,447,763,Data-Driven
2024-10-11,41,October,Q4,2024,YouTube,Earned,Demand Gen,Upsell,Developer,1138982,962026,10783,0.95,11.93,128602.82,370,347.58,191,84,16,7,142308.14,10.7,1.11,3.43,8894.26,72.9,416,332013,0,0,0,882,292,781,Time Decay
2022-04-10,14,April,Q2,2022,SEO,Owned,Summer Sale,Retention,Developer,3015112,2056986,22049,0.73,2.87,63225.97,378,167.26,189,85,28,3,17213.63,-72.8,0.27,1.72,614.77,61.3,590,218,0,0,0,2073,130,765,Time Decay
2022-03-29,13,March,Q1,2022,Podcast,Earned,Lead Magnet,Conversion,CFO,633305,433273,36025,5.69,7.74,278965.57,765,364.66,164,70,24,10,139845.96,-49.9,0.5,2.12,5826.92,21.8,433,189,0,0,0,4838,348,831,Linear
2024-10-24,43,October,Q4,2024,Google Ads,Paid,Demand Gen,Conversion,SMB Owner,3473639,2765566,233001,6.71,10.54,2455482.66,14036,174.94,4718,1555,415,122,5744849.82,134.0,2.34,6.02,13843.01,28.5,300,1280,0,0,0,2498,73,681,Data-Driven
2022-02-02,5,February,Q1,2022,SEO,Owned,Demand Gen,Conversion,IT Manager,3013237,2175168,117734,3.91,12.96,1525976.65,9602,158.92,5406,1371,485,124,6621422.26,333.9,4.34,8.16,13652.42,25.1,373,3198,0,0,0,367,49,400,Linear
2024-10-11,41,October,Q4,2024,LinkedIn,Earned,Brand Awareness Q1,Lead Gen,Developer,4400291,3910006,345558,7.85,6.31,2181295.56,21298,102.42,6759,2795,1025,261,6911873.54,216.9,3.17,6.16,6743.29,56.5,476,6358,0,0,0,694,61,776,Time Decay
2024-03-03,9,March,Q1,2024,LinkedIn,Earned,Demand Gen,Upsell,Enterprise VP,4532050,4076019,158287,3.49,0.61,97224.77,4884,19.91,2142,510,174,64,1444269.99,1385.5,14.85,3.09,8300.4,49.0,67,2046,0,0,0,3242,189,387,Last Touch
2024-10-16,42,October,Q4,2024,Influencer,Paid,Summer Sale,Lead Gen,CFO,4120405,2655138,274476,6.66,4.78,1312711.58,7519,174.59,4201,1875,467,80,1436804.46,9.5,1.09,2.74,3076.67,32.2,175,5596,0,0,0,3197,425,34,First Touch
2024-12-03,49,December,Q4,2024,Content,Owned,ABM Enterprise,Lead Gen,CTO,4383884,3453541,297343,6.78,4.98,1480484.81,15745,94.03,3542,899,187,86,3190198.53,115.5,2.15,5.3,17059.89,73.8,358,3263,0,0,0,718,96,736,First Touch
2024-11-20,47,November,Q4,2024,SEO,Owned,Product Launch,Brand,CTO,3117089,2435566,230323,7.39,0.74,170794.85,17824,9.58,9477,2549,762,345,3979855.71,2230.2,23.3,7.74,5222.91,75.3,297,4229,0,0,0,1853,371,111,Linear
2022-06-03,22,June,Q2,2022,SEO,Owned,Holiday Push,Retention,SMB Owner,260785,216091,17096,6.56,8.3,141975.49,1656,85.73,670,187,69,11,1189099.33,737.5,8.38,9.69,17233.32,72.4,66,2434,0,0,0,791,475,117,Time Decay
2024-12-23,52,December,Q4,2024,LinkedIn,Earned,Brand Awareness Q1,Brand,Developer,1914324,1539728,22885,1.2,7.64,174732.7,2595,67.33,1417,666,169,42,1739659.11,895.6,9.96,11.34,10293.84,71.7,186,6691,0,0,0,2816,237,531,Data-Driven
2024-06-10,24,June,Q2,2024,Email,Owned,Nurture Series,Upsell,SMB Owner,2790179,2469601,89625,3.21,7.37,660118.16,10482,62.98,5351,2468,888,139,7664971.28,1061.2,11.61,11.7,8631.72,64.9,525,2442,22.6,5.1,47,1050,327,329,Last Touch
2023-11-01,44,November,Q4,2023,Meta Ads,Paid,Nurture Series,Conversion,CFO,568140,380154,41149,7.24,14.56,599333.55,3487,171.88,1753,641,127,50,2502616.92,317.6,4.18,8.48,19705.65,31.2,503,2602,0,0,0,58,134,451,Time Decay
2024-08-26,35,August,Q3,2024,Webinar,Earned,Demand Gen,Retention,CTO,3186078,2602667,234594,7.36,10.77,2527650.39,16081,157.18,6691,3285,623,94,8897686.21,252.0,3.52,6.86,14282.0,57.5,340,3401,0,0,0,591,350,862,Last Touch
2024-03-09,10,March,Q1,2024,Podcast,Earned,Holiday Push,Conversion,Enterprise VP,3020124,2626128,151952,5.03,1.99,302305.89,14509,20.84,7018,2237,287,38,3808310.77,1159.8,12.6,9.55,13269.38,67.4,289,3602,0,0,0,31,325,838,First Touch
